,pos,last_pos,peak,num_weeks,album,artist,entry_date,entry_pos,peak_pos,week,in
0,1,-99,1,3,A Star Is Born OST,LADY GAGA & BRADLEY COOPER,2018-10-20,1,1,20181103,0
1,2,-100,2,1,Future & Juice WRLD Present... WRLD ON DRUGS,FUTURE & JUICE WRLD,2018-11-03,2,2,20181103,1
2,3,-100,3,1,Anthem Of The Peaceful Army,GRETA VAN FLEET,2018-11-03,3,3,20181103,2
3,4,-100,4,1,Evolution,DISTURBED,2018-11-03,4,4,20181103,3
4,5,-97,1,4,Tha Carter V,LIL WAYNE,2018-10-13,1,1,20181103,4
5,6,-96,4,3,Drip Harder,LIL BABY & GUNNA,2018-10-20,4,4,20181103,5
6,7,-94,1,17,Scorpion,DRAKE,2018-07-14,1,1,20181103,6
7,8,-100,8,1,Suncity,KHALID,2018-11-03,8,8,20181103,7
8,9,-92,1,12,Astroworld,TRAVIS SCOTT,2018-08-18,1,1,20181103,8
9,10,-91,1,26,beerbongs & bentleys,POST MALONE,2018-05-12,1,1,20181103,9
10,11,-98,2,3,Quavo Huncho,QUAVO,2018-10-20,66,2,20181103,10
11,12,-100,12,1,Nuthin' 2 Prove,LIL YACHTY,2018-11-03,12,12,20181103,11
12,13,-95,5,2,Ella Mai,ELLA MAI,2018-10-27,5,5,20181103,12
13,14,-93,2,3,Trench,TWENTY ONE PILOTS,2018-10-20,2,2,20181103,13
14,15,-90,1,8,Kamikaze,EMINEM,2018-09-15,1,1,20181103,14
15,16,-88,4,23,Goodbye & Good Riddance,JUICE WRLD,2018-06-02,15,4,20181103,15
16,17,-87,1,32,?,XXXTENTACION,2018-03-31,1,1,20181103,16
17,18,-85,1,29,Invasion Of Privacy,CARDI B,2018-04-21,1,1,20181103,17
18,19,-89,4,4,Luca Brasi 3,KEVIN GATES,2018-10-13,4,4,20181103,18
19,20,-86,1,10,Sweetener,ARIANA GRANDE,2018-09-01,1,1,20181103,19
20,21,-100,21,1,NAMANANA: 03,LAY,2018-11-03,21,21,20181103,20
21,22,-100,22,1,Bohemian Rhapsody OST,QUEEN,2018-11-03,22,22,20181103,21
22,23,-81,3,7,Look Up Child,LAUREN DAIGLE,2018-09-22,3,3,20181103,22
23,24,-79,4,73,This One's For You,LUKE COMBS,2017-06-24,5,4,20181103,23
24,25,-80,1,46,The Greatest Showman OST,VARIOUS ARTISTS,2017-12-30,71,1,20181103,24
25,26,-100,26,1,mono.,RM,2018-11-03,26,26,20181103,25
26,27,-58,1,28,Rearview Town,JASON ALDEAN,2018-04-28,1,1,20181103,26
27,28,-83,2,11,Queen,NICKI MINAJ,2018-08-25,2,2,20181103,27
28,29,-100,29,1,Northsbest,LIL MOSEY,2018-11-03,29,29,20181103,28
29,30,-77,4,98,Stoney,POST MALONE,2016-12-31,6,4,20181103,29
30,31,-78,1,86,Divide,ED SHEERAN,2017-03-25,1,1,20181103,30
31,32,-76,17,3,Mudboy,SHECK WES,2018-10-20,17,17,20181103,31
32,33,-74,2,61,17,XXXTENTACION,2017-09-16,2,2,20181103,32
33,34,-75,3,23,Harder Than Ever,LIL BABY,2018-06-02,3,3,20181103,33
34,35,-71,3,161,Hamilton: An American Musical,ORIGINAL BROADWAY CAST RECORDING,2015-10-17,12,3,20181103,34
35,36,-61,4,86,American Teen,KHALID,2017-03-25,9,4,20181103,35
36,37,-72,3,6,East Atlanta Love Letter,6LACK,2018-09-29,3,3,20181103,36
37,38,-100,38,1,Live From The Ryman,JASON ISBELL AND THE 400 UNIT,2018-11-03,38,38,20181103,37
38,39,-60,1,18,Pray For The Wicked,PANIC! AT THE DISCO,2018-07-07,1,1,20181103,38
39,40,-64,2,70,Evolve,IMAGINE DRAGONS,2017-07-15,2,2,20181103,39
40,41,-84,5,3,Desperate Man,ERIC CHURCH,2018-10-20,5,5,20181103,40
41,42,29,27,68,Dua Lipa,DUA LIPA,2017-07-29,162,27,20181103,41
42,43,-62,14,6,4Respect 4Freedom 4Loyalty 4Whatimportant,YOUNGBOY NEVER BROKE AGAIN,2018-09-29,14,14,20181103,42
43,44,-100,44,1,Last Day Of Summer,SUMMER WALKER,2018-11-03,44,44,20181103,43
44,45,-57,14,29,Cosmic,BAZZI,2018-04-21,35,14,20181103,44
45,46,-67,3,12,Swimming,MAC MILLER,2018-08-18,3,3,20181103,45
46,47,-63,2,51,Red Pill Blues,MAROON 5,2017-11-25,2,2,20181103,46
47,48,-56,1,39,Culture II,MIGOS,2018-02-10,1,1,20181103,47
48,49,-100,49,1,Spaceman,ACE FREHLEY,2018-11-03,49,49,20181103,48
49,50,-73,1,9,Love Yourself: Answer,BTS,2018-09-08,1,1,20181103,49
50,51,-47,6,18,Dan + Shay,DAN + SHAY,2018-07-07,6,6,20181103,50
51,52,-51,4,11,Life's A Trip,TRIPPIE REDD,2018-08-25,4,4,20181103,51
52,53,-42,38,43,Don't Smile At Me,BILLIE EILISH,2018-01-13,167,38,20181103,52
53,54,-49,1,80,DAMN.,KENDRICK LAMAR,2017-05-06,1,1,20181103,53
54,55,-53,7,9,Aura,OZUNA,2018-09-08,7,7,20181103,54
55,56,-45,1,156,Traveller,CHRIS STAPLETON,2015-11-21,1,1,20181103,55
56,57,-55,1,50,Reputation,TAYLOR SWIFT,2017-12-02,1,1,20181103,56
57,58,-43,5,99,Kane Brown,KANE BROWN,2016-12-24,10,5,20181103,57
58,59,-66,1,6,Cry Pretty,CARRIE UNDERWOOD,2018-09-29,1,1,20181103,58
59,60,-100,60,1,Halloween (2018) OST,VARIOUS ARTISTS,2018-11-03,60,60,20181103,59
60,61,-50,1,41,Camila,CAMILA CABELLO,2018-01-27,1,1,20181103,60
61,62,-41,1,61,Luv Is Rage 2,LIL UZI VERT,2017-09-16,1,1,20181103,61
62,63,-44,1,19,Youngblood,5 SECONDS OF SUMMER,2018-06-30,1,1,20181103,62
63,64,-46,1,22,Shawn Mendes,SHAWN MENDES,2018-06-09,1,1,20181103,63
64,65,-30,35,97,Curtain Call: The Hits,EMINEM,2017-01-07,177,35,20181103,64
65,66,-38,1,55,Perception,NF,2017-10-28,1,1,20181103,65
66,67,-37,63,2,Expectations,BEBE REXHA,2018-10-27,63,63,20181103,66
67,68,-100,68,1,Shake The Spirit,ELLE KING,2018-11-03,68,68,20181103,67
68,69,-35,7,26,Until Death Call My Name,YOUNGBOY NEVER BROKE AGAIN,2018-05-12,7,7,20181103,68
69,70,-34,3,78,Views,DRAKE,2017-05-20,6,3,20181103,69
70,71,-32,42,201,Take Care,DRAKE,2015-01-10,194,42,20181103,70
71,72,-27,23,50,Diamonds,ELTON JOHN,2017-12-02,23,23,20181103,71
72,73,-52,1,27,KOD,J. COLE,2018-05-05,1,1,20181103,72
73,74,-100,74,1,Warmer In The Winter,LINDSEY STIRLING,2018-11-03,74,74,20181103,73
74,75,-33,41,5,Decided,YOUNGBOY NEVER BROKE AGAIN,2018-10-06,41,41,20181103,74
75,76,-29,3,72,Ctrl,SZA,2017-07-01,3,3,20181103,75
76,77,-24,64,9,More Life,DRAKE,2018-09-08,64,64,20181103,76
77,78,-25,47,53,H.E.R.,H.E.R.,2017-11-11,108,47,20181103,77
78,79,-20,1,59,Life Changes,THOMAS RHETT,2017-09-30,1,1,20181103,78
79,80,-70,6,3,Traces,STEVE PERRY,2018-10-20,6,6,20181103,79
80,81,-18,1,227,X,ED SHEERAN,2014-07-12,1,1,20181103,80
81,82,-22,5,12,Stay Dangerous,YG,2018-08-18,5,5,20181103,81
82,83,-3,31,22,The Essential Michael Jackson,MICHAEL JACKSON,2018-06-09,51,31,20181103,82
83,84,-19,1,100,Starboy,THE WEEKND,2016-12-17,1,1,20181103,83
84,85,-23,10,42,Life Of A Dark Rose,LIL SKIES,2018-01-20,23,10,20181103,84
85,86,-17,2,101,Moana OST,VARIOUS ARTISTS,2016-12-10,16,2,20181103,85
86,87,-59,38,31,Greatest Hits,QUEEN,2018-04-07,86,38,20181103,86
87,88,-40,2,4,YSIV,LOGIC,2018-10-13,2,2,20181103,87
88,89,-13,1,37,"Black Panther: The Album, Music From And Inspired By OST",VARIOUS ARTISTS,2018-02-24,1,1,20181103,88
89,90,-15,2,101,24K Magic,BRUNO MARS,2016-12-10,2,2,20181103,89
90,91,-12,3,52,Heartbreak On A Full Moon,CHRIS BROWN,2017-11-18,3,3,20181103,90
91,92,-16,68,47,Journey's Greatest Hits,JOURNEY,2017-12-23,199,68,20181103,91
92,93,-11,53,96,Night Visions,IMAGINE DRAGONS,2017-01-14,167,53,20181103,92
93,94,-36,7,3,Burn The Ships,FOR KING & COUNTRY,2018-10-20,7,7,20181103,93
94,95,35,3,15,Mamma Mia!: Here We Go Again OST,VARIOUS ARTISTS,2018-07-28,20,3,20181103,94
95,96,-10,5,250,Legend: The Best Of Bob Marley And The Wailers,BOB MARLEY AND THE WAILERS,2014-02-01,117,5,20181103,95
96,97,-9,69,53,Rumours,FLEETWOOD MAC,2017-11-11,178,69,20181103,96
97,98,-48,13,3,Dime Trap,T.I.,2018-10-20,13,13,20181103,97
98,99,-7,1,180,Blurryface,TWENTY ONE PILOTS,2015-06-06,1,1,20181103,98
99,100,-1,15,45,Chronicle The 20 Greatest Hits,CREEDENCE CLEARWATER REVIVAL,2018-01-03,15,15,20181103,99
100,101,4,1,73,hopeless fountain kingdom,HALSEY,2017-06-24,1,1,20181103,100
101,102,19,102,3,Thriller,MICHAEL JACKSON,2018-10-20,130,102,20181103,101
102,103,0,85,9,Greatest Hits,2PAC,2018-09-08,95,85,20181103,102
103,104,-26,17,5,On The Rvn!! EP,YOUNG THUG,2018-10-06,17,17,20181103,103
104,105,-4,96,5,The Essential Billy Joel,BILLY JOEL,2018-10-06,103,96,20181103,104
105,106,-6,57,5,Rolling Papers 2,WIZ KHALIFA,2018-10-06,57,57,20181103,105
106,107,-5,4,7,Zoo,RUSS,2018-09-22,4,4,20181103,106
107,108,-82,18,2,The Elements,TOBYMAC,2018-10-27,18,18,20181103,107
108,109,3,22,61,Odisea,OZUNA,2017-09-16,22,22,20181103,108
109,110,8,1,165,Beauty Behind The Madness,THE WEEKND,2015-09-19,1,1,20181103,109
110,111,-2,2,62,Project Baby Two,KODAK BLACK,2017-09-09,2,2,20181103,110
111,112,12,2,56,Greatest Hits,TOM PETTY AND THE HEARTBREAKERS,2017-10-21,2,2,20181103,111
112,113,13,1,112,Birds In The Trap Sing McKnight,TRAVIS SCOTT,2016-09-24,1,1,20181103,112
113,114,11,18,89,Brett Young,BRETT YOUNG,2017-03-04,18,18,20181103,113
114,115,-8,15,5,Role Model,YOUNG DOLPH,2018-10-06,15,15,20181103,114
115,116,15,5,92,2014 Forest Hills Drive,J. COLE,2017-02-11,5,5,20181103,115
116,117,16,1,144,ANTI,RIHANNA,2016-02-13,27,1,20181103,116
117,118,-65,35,2,Fully Loaded,SHY GLIZZY,2018-10-27,35,35,20181103,117
118,119,14,74,43,Freudian,DANIEL CAESAR,2018-01-13,122,74,20181103,118
119,120,10,55,38,Drip Season 3,GUNNA,2018-02-17,55,55,20181103,119
120,121,2,21,7,YBN: The Mixtape,"YBN NAHMIR, YBN ALMIGHTY JAY & YBN CORDAE",2018-09-22,21,21,20181103,120
121,122,20,27,205,"good kid, m.A.A.d city",KENDRICK LAMAR,2014-12-13,181,27,20181103,121
122,123,17,2,228,In The Lonely Hour,SAM SMITH,2014-07-05,2,2,20181103,122
123,124,26,26,23,"13 Reasons Why, Season 2 OST",VARIOUS ARTISTS,2018-06-02,34,26,20181103,123
124,125,18,31,72,1989,TAYLOR SWIFT,2017-07-01,31,31,20181103,124
125,126,23,90,43,Nothing Was The Same,DRAKE,2018-01-13,128,90,20181103,125
126,127,27,3,45,The Beautiful & Damned,G-EAZY,2018-01-03,3,3,20181103,126
127,128,21,50,21,I met you when I was 18. (the playlist),LAUV,2018-06-16,50,50,20181103,127
128,129,-100,129,1,From The Fires,GRETA VAN FLEET,2018-11-03,129,129,20181103,128
129,130,24,1,21,ye,KANYE WEST,2018-06-16,1,1,20181103,129
130,131,34,8,161,TRAPSOUL,BRYSON TILLER,2015-10-17,11,8,20181103,130
131,132,33,60,20,Their Greatest Hits 1971-1975,EAGLES,2018-06-23,196,60,20181103,131
132,133,22,4,24,Voicenotes,CHARLIE PUTH,2018-05-26,4,4,20181103,132
133,134,37,92,44,Doo-Wops & Hooligans,BRUNO MARS,2018-01-06,166,92,20181103,133
134,135,30,2,30,The World Is Yours,RICH THE KID,2018-04-14,2,2,20181103,134
135,136,75,136,7,How Can It Be,LAUREN DAIGLE,2018-09-22,170,136,20181103,135
136,137,38,11,91,Metallica,METALLICA,2017-02-18,11,11,20181103,136
137,138,31,46,50,Illuminate,SHAWN MENDES,2017-12-02,84,46,20181103,137
138,139,1,72,43,Greatest Hits,THE NOTORIOUS B.I.G.,2018-01-13,175,72,20181103,138
139,140,55,122,24,Back In Black,AC/DC,2018-05-26,149,122,20181103,139
140,141,25,2,5,Bridges,JOSH GROBAN,2018-10-06,2,2,20181103,140
141,142,36,45,109,California Sunrise,JON PARDI,2016-10-15,184,45,20181103,141
142,143,39,28,19,Revenge,XXXTENTACION,2018-06-30,30,28,20181103,142
143,144,60,7,77,There's Really A Wolf,RUSS,2017-05-27,7,7,20181103,143
144,145,52,1,153,25,ADELE,2015-12-12,1,1,20181103,144
145,146,45,3,24,Die Lit,PLAYBOI CARTI,2018-05-26,3,3,20181103,145
146,147,51,76,43,Greatest Hits So Far...,ZAC BROWN BAND,2018-01-13,184,76,20181103,146
147,148,48,1,91,Culture,MIGOS,2017-02-18,1,1,20181103,147
148,149,59,82,14,All Time Greatest Hits,LYNYRD SKYNYRD,2018-08-04,135,82,20181103,148
149,150,43,1,30,My Dear Melancholy EP,THE WEEKND,2018-04-14,1,1,20181103,149
150,151,47,123,8,Greatest Hits,GUNS N'ROSES,2018-09-15,123,123,20181103,150
151,152,78,26,13,Queen Naija EP,QUEEN NAIJA,2018-08-11,26,26,20181103,151
152,153,50,150,14,21,ADELE,2018-08-04,162,150,20181103,152
153,154,44,98,32,Icon: Greatest Hits,BOB SEGER & THE SILVER BULLET BAND,2018-03-31,150,98,20181103,153
154,155,46,9,27,The Thrill Of It All,SAM SMITH,2018-05-05,9,9,20181103,154
155,156,49,2,77,From A Room: Volume 1,CHRIS STAPLETON,2017-05-27,2,2,20181103,155
156,157,-100,157,1,Is This Thing Cursed?,ALKALINE TRIO,2018-11-03,157,157,20181103,156
157,158,53,11,13,Trolls OST,VARIOUS ARTISTS,2018-08-11,11,11,20181103,157
158,159,85,37,32,"Love, Simon OST",VARIOUS ARTISTS,2018-03-31,37,37,20181103,158
159,160,57,1,145,Death Of A Bachelor,PANIC! AT THE DISCO,2016-02-06,1,1,20181103,159
160,161,-100,161,1,Without Warning,"21 SAVAGE, OFFSET & METRO BOOMIN'",2018-11-03,161,161,20181103,160
161,162,40,4,35,DAY69,6IX9INE,2018-03-10,4,4,20181103,161
162,163,32,2,19,EVERYTHING IS LOVE,THE CARTERS,2018-06-30,2,2,20181103,162
163,164,67,141,9,Greatest Hits,RED HOT CHILI PEPPERS,2018-09-08,141,141,20181103,163
164,165,61,17,28,Too Hard,LIL BABY,2018-04-28,17,17,20181103,164
165,166,65,7,10,All Of It,COLE SWINDELL,2018-09-01,7,7,20181103,165
166,167,64,163,3,The Fame,LADY GAGA,2018-10-20,163,163,20181103,166
167,168,72,6,25,SR3MM,RAE SREMMURD & SWAE LEE & SLIM JXMMI,2018-05-19,6,6,20181103,167
168,169,70,29,47,A Decade Of Destruction,FIVE FINGER DEATH PUNCH,2017-12-23,29,29,20181103,168
169,170,88,139,18,Hot Rocks 1964-1971,THE ROLLING STONES,2018-07-07,196,139,20181103,169
170,171,73,3,209,Montevallo,SAM HUNT,2014-11-15,3,3,20181103,170
171,172,91,172,3,Badlands,HALSEY,2018-10-20,192,172,20181103,171
172,173,-69,31,2,A,USHER & ZAYTOVEN,2018-10-27,31,31,20181103,172
173,174,54,38,45,1,THE BEATLES,2018-01-03,175,38,20181103,173
174,175,74,152,16,Blonde,FRANK OCEAN,2018-07-21,183,152,20181103,174
175,176,56,37,6,7,DAVID GUETTA,2018-09-29,37,37,20181103,175
176,177,-100,177,1,Dig Your Roots,FLORIDA GEORGIA LINE,2018-11-03,177,177,20181103,176
177,178,76,3,56,Tell Me You Love Me,DEMI LOVATO,2017-10-21,3,3,20181103,177
178,179,71,133,12,Hozier,HOZIER,2018-08-18,195,133,20181103,178
179,180,81,122,5,The Click,AJR,2018-10-06,122,122,20181103,179
180,181,82,120,34,Reloaded: 20 #1 Hits,BLAKE SHELTON,2018-03-17,150,120,20181103,180
181,182,83,4,22,Testing,A$AP ROCKY,2018-06-09,4,4,20181103,181
182,183,84,143,15,Abbey Road,THE BEATLES,2018-07-28,155,143,20181103,182
183,184,77,53,10,Onepointfive,AMINE,2018-09-01,53,53,20181103,183
184,185,87,31,26,Speak Your Mind,ANNE-MARIE,2018-05-12,31,31,20181103,184
185,186,97,186,2,If You're Reading This It's Too Late,DRAKE,2018-10-27,197,186,20181103,185
186,187,93,109,43,Tangled Up,THOMAS RHETT,2018-01-13,154,109,20181103,186
187,188,-100,188,1,Major Lazer Essentials,MAJOR LAZER,2018-11-03,188,188,20181103,187
188,189,86,186,2,Ultimate Sinatra,FRANK SINATRA,2018-10-27,186,186,20181103,188
189,190,95,190,2,Cleopatra,THE LUMINEERS,2018-10-27,195,190,20181103,189
190,191,92,111,27,Dangerous Woman,ARIANA GRANDE,2018-05-05,146,111,20181103,190
191,192,99,186,3,[Hybrid Theory],LINKIN PARK,2018-10-20,186,186,20181103,191
192,193,-100,193,1,Greatest Hits: The Ultimate Collection,BON JOVI,2018-11-03,193,193,20181103,192
193,194,90,8,10,Young Stoner Life: Slime Language,VARIOUS ARTISTS,2018-09-01,8,8,20181103,193
194,195,-100,195,1,Real Hasta La Muerte,ANUEL AA,2018-11-03,195,195,20181103,194
195,196,94,94,5,Tha Carter III,LIL WAYNE,2018-10-06,149,94,20181103,195
196,197,-100,197,1,Memories... Do Not Open,THE CHAINSMOKERS,2018-11-03,197,197,20181103,196
197,198,-100,198,1,Purpose,JUSTIN BIEBER,2018-11-03,198,198,20181103,197
198,199,-100,199,1,I Am... Sasha Fierce,BEYONCE,2018-11-03,199,199,20181103,198
199,200,98,122,8,Recovery,EMINEM,2018-09-15,145,122,20181103,199
200,1,101,1,2,A Star Is Born OST,LADY GAGA & BRADLEY COOPER,2018-10-20,1,1,20181027,200
201,2,166,2,2,Quavo Huncho,QUAVO,2018-10-20,66,2,20181027,201
202,3,103,1,3,Tha Carter V,LIL WAYNE,2018-10-13,1,1,20181027,202
203,4,104,4,2,Drip Harder,LIL BABY & GUNNA,2018-10-20,4,4,20181027,203
204,5,100,5,1,Ella Mai,ELLA MAI,2018-10-27,5,5,20181027,204
205,6,108,1,16,Scorpion,DRAKE,2018-07-14,1,1,20181027,205
206,7,102,2,2,Trench,TWENTY ONE PILOTS,2018-10-20,2,2,20181027,206
207,8,109,1,11,Astroworld,TRAVIS SCOTT,2018-08-18,1,1,20181027,207
208,9,110,1,25,beerbongs & bentleys,POST MALONE,2018-05-12,1,1,20181027,208
209,10,111,1,7,Kamikaze,EMINEM,2018-09-15,1,1,20181027,209
210,11,112,4,3,Luca Brasi 3,KEVIN GATES,2018-10-13,4,4,20181027,210
211,12,115,4,22,Goodbye & Good Riddance,JUICE WRLD,2018-06-02,15,4,20181027,211
212,13,116,1,31,?,XXXTENTACION,2018-03-31,1,1,20181027,212
213,14,118,1,9,Sweetener,ARIANA GRANDE,2018-09-01,1,1,20181027,213
214,15,120,1,28,Invasion Of Privacy,CARDI B,2018-04-21,1,1,20181027,214
215,16,105,5,2,Desperate Man,ERIC CHURCH,2018-10-20,5,5,20181027,215
216,17,119,2,10,Queen,NICKI MINAJ,2018-08-25,2,2,20181027,216
217,18,100,18,1,The Elements,TOBYMAC,2018-10-27,18,18,20181027,217
218,19,122,3,6,Look Up Child,LAUREN DAIGLE,2018-09-22,3,3,20181027,218
219,20,121,1,45,The Greatest Showman OST,VARIOUS ARTISTS,2017-12-30,71,1,20181027,219
220,21,123,4,72,This One's For You,LUKE COMBS,2017-06-24,5,4,20181027,220
221,22,124,1,85,Divide,ED SHEERAN,2017-03-25,1,1,20181027,221
222,23,125,4,97,Stoney,POST MALONE,2016-12-31,6,4,20181027,222
223,24,117,17,2,Mudboy,SHECK WES,2018-10-20,17,17,20181027,223
224,25,128,3,22,Harder Than Ever,LIL BABY,2018-06-02,3,3,20181027,224
225,26,130,2,60,17,XXXTENTACION,2017-09-16,2,2,20181027,225
226,27,131,1,8,Love Yourself: Answer,BTS,2018-09-08,1,1,20181027,226
227,28,132,3,5,East Atlanta Love Letter,6LACK,2018-09-29,3,3,20181027,227
228,29,134,3,160,Hamilton: An American Musical,ORIGINAL BROADWAY CAST RECORDING,2015-10-17,12,3,20181027,228
229,30,106,6,2,Traces,STEVE PERRY,2018-10-20,6,6,20181027,229
230,31,100,31,1,A,USHER & ZAYTOVEN,2018-10-27,31,31,20181027,230
231,32,143,3,3,Dancing Queen,CHER,2018-10-13,3,3,20181027,231
232,33,135,3,11,Swimming,MAC MILLER,2018-08-18,3,3,20181027,232
233,34,133,1,5,Cry Pretty,CARRIE UNDERWOOD,2018-09-29,1,1,20181027,233
234,35,100,35,1,Fully Loaded,SHY GLIZZY,2018-10-27,35,35,20181027,234
235,36,138,2,69,Evolve,IMAGINE DRAGONS,2017-07-15,2,2,20181027,235
236,37,140,2,50,Red Pill Blues,MAROON 5,2017-11-25,2,2,20181027,236
237,38,137,14,5,4Respect 4Freedom 4Loyalty 4Whatimportant,YOUNGBOY NEVER BROKE AGAIN,2018-09-29,14,14,20181027,237
238,39,144,4,85,American Teen,KHALID,2017-03-25,9,4,20181027,238
239,40,142,1,17,Pray For The Wicked,PANIC! AT THE DISCO,2018-07-07,1,1,20181027,239
240,41,149,38,30,Greatest Hits,QUEEN,2018-04-07,86,38,20181027,240
241,42,176,1,27,Rearview Town,JASON ALDEAN,2018-04-28,1,1,20181027,241
242,43,147,14,28,Cosmic,BAZZI,2018-04-21,35,14,20181027,242
243,44,145,1,38,Culture II,MIGOS,2018-02-10,1,1,20181027,243
244,45,126,1,49,Reputation,TAYLOR SWIFT,2017-12-02,1,1,20181027,244
245,46,100,46,1,Look Now,ELVIS COSTELLO & THE IMPOSTERS,2018-10-27,46,46,20181027,245
246,47,141,7,8,Aura,OZUNA,2018-09-08,7,7,20181027,246
247,48,152,1,26,KOD,J. COLE,2018-05-05,1,1,20181027,247
248,49,146,4,10,Life's A Trip,TRIPPIE REDD,2018-08-25,4,4,20181027,248
249,50,161,1,40,Camila,CAMILA CABELLO,2018-01-27,1,1,20181027,249
250,51,151,1,79,DAMN.,KENDRICK LAMAR,2017-05-06,1,1,20181027,250
251,52,113,13,2,Dime Trap,T.I.,2018-10-20,13,13,20181027,251
252,53,150,6,17,Dan + Shay,DAN + SHAY,2018-07-07,6,6,20181027,252
253,54,139,1,21,Shawn Mendes,SHAWN MENDES,2018-06-09,1,1,20181027,253
254,55,155,1,155,Traveller,CHRIS STAPLETON,2015-11-21,1,1,20181027,254
255,56,154,1,18,Youngblood,5 SECONDS OF SUMMER,2018-06-30,1,1,20181027,255
256,57,158,5,98,Kane Brown,KANE BROWN,2016-12-24,10,5,20181027,256
257,58,164,38,42,Don't Smile At Me,BILLIE EILISH,2018-01-13,167,38,20181027,257
258,59,160,1,60,Luv Is Rage 2,LIL UZI VERT,2017-09-16,1,1,20181027,258
259,60,127,2,3,YSIV,LOGIC,2018-10-13,2,2,20181027,259
260,61,100,61,1,New Levels New Devils,POLYPHIA,2018-10-27,61,61,20181027,260
261,62,165,1,54,Perception,NF,2017-10-28,1,1,20181027,261
262,63,100,63,1,Expectations,BEBE REXHA,2018-10-27,63,63,20181027,262
263,64,107,7,2,Burn The Ships,FOR KING & COUNTRY,2018-10-20,7,7,20181027,263
264,65,168,7,25,Until Death Call My Name,YOUNGBOY NEVER BROKE AGAIN,2018-05-12,7,7,20181027,264
265,66,173,3,77,Views,DRAKE,2017-05-20,6,3,20181027,265
266,67,167,41,4,Decided,YOUNGBOY NEVER BROKE AGAIN,2018-10-06,41,41,20181027,266
267,68,178,42,200,Take Care,DRAKE,2015-01-10,194,42,20181027,267
268,69,100,69,1,Mirror Master,YOUNG THE GIANT,2018-10-27,69,69,20181027,268
269,70,162,35,96,Curtain Call: The Hits,EMINEM,2017-01-07,177,35,20181027,269
270,71,174,3,71,Ctrl,SZA,2017-07-01,3,3,20181027,270
271,72,100,72,1,In Our Wake,ATREYU,2018-10-27,72,72,20181027,271
272,73,177,23,49,Diamonds,ELTON JOHN,2017-12-02,23,23,20181027,272
273,74,156,17,4,On The Rvn!! EP,YOUNG THUG,2018-10-06,17,17,20181027,273
274,75,175,47,52,H.E.R.,H.E.R.,2017-11-11,108,47,20181027,274
275,76,180,64,8,More Life,DRAKE,2018-09-08,64,64,20181027,275
276,77,181,10,41,Life Of A Dark Rose,LIL SKIES,2018-01-20,23,10,20181027,276
277,78,172,5,11,Stay Dangerous,YG,2018-08-18,5,5,20181027,277
278,79,100,79,1,Bottle It In,KURT VILE,2018-10-27,79,79,20181027,278
279,80,192,1,58,Life Changes,THOMAS RHETT,2017-09-30,1,1,20181027,279
280,81,182,1,99,Starboy,THE WEEKND,2016-12-17,1,1,20181027,280
281,82,186,1,226,X,ED SHEERAN,2014-07-12,1,1,20181027,281
282,83,184,2,100,Moana OST,VARIOUS ARTISTS,2016-12-10,16,2,20181027,282
283,84,179,68,46,Journey's Greatest Hits,JOURNEY,2017-12-23,199,68,20181027,283
284,85,188,2,100,24K Magic,BRUNO MARS,2016-12-10,2,2,20181027,284
285,86,100,86,1,Regular-Irregular,NCT 127,2018-10-27,86,86,20181027,285
286,87,189,1,36,"Black Panther: The Album, Music From And Inspired By OST",VARIOUS ARTISTS,2018-02-24,1,1,20181027,286
287,88,194,3,51,Heartbreak On A Full Moon,CHRIS BROWN,2017-11-18,3,3,20181027,287
288,89,191,53,95,Night Visions,IMAGINE DRAGONS,2017-01-14,167,53,20181027,288
289,90,201,5,249,Legend: The Best Of Bob Marley And The Wailers,BOB MARLEY AND THE WAILERS,2014-02-01,117,5,20181027,289
290,91,199,69,52,Rumours,FLEETWOOD MAC,2017-11-11,178,69,20181027,290
291,92,169,15,4,Role Model,YOUNG DOLPH,2018-10-06,15,15,20181027,291
292,93,195,1,179,Blurryface,TWENTY ONE PILOTS,2015-06-06,1,1,20181027,292
293,94,190,57,4,Rolling Papers 2,WIZ KHALIFA,2018-10-06,57,57,20181027,293
294,95,204,4,6,Zoo,RUSS,2018-09-22,4,4,20181027,294
295,96,211,96,4,The Essential Billy Joel,BILLY JOEL,2018-10-06,103,96,20181027,295
296,97,197,31,21,The Essential Michael Jackson,MICHAEL JACKSON,2018-06-09,51,31,20181027,296
297,98,210,2,61,Project Baby Two,KODAK BLACK,2017-09-09,2,2,20181027,297
298,99,202,15,44,Chronicle The 20 Greatest Hits,CREEDENCE CLEARWATER REVIVAL,2018-01-03,15,15,20181027,298
299,100,200,85,8,Greatest Hits,2PAC,2018-09-08,95,85,20181027,299
300,101,198,72,42,Greatest Hits,THE NOTORIOUS B.I.G.,2018-01-13,175,72,20181027,300
301,102,193,21,6,YBN: The Mixtape,"YBN NAHMIR, YBN ALMIGHTY JAY & YBN CORDAE",2018-09-22,21,21,20181027,301
302,103,205,22,60,Odisea,OZUNA,2017-09-16,22,22,20181027,302
303,104,209,1,72,hopeless fountain kingdom,HALSEY,2017-06-24,1,1,20181027,303
